id,has_location,geocoded,longitude,latitude
231,True,True,76.2132542,10.5256264
232,True,True,-81.4867083,28.579117
235,True,True,78.6677428,22.3511148
237,True,True,2.198641221906077,48.840185899999994
238,False,False,,
240,True,True,34.8667654,31.5313113
241,True,False,,
242,True,True,-71.2743272,46.8443248
243,True,True,12.674297,42.6384261
244,True,True,-74.0060152,40.7127281
245,True,True,-79.3839347,43.6534817
246,False,False,,
247,True,True,-90.1847691,32.2990384
248,True,True,-73.98694984774016,40.762235149999995
249,False,False,,
251,True,True,-90.0701156,29.9499323
252,True,True,-3.73893,52.2928116
253,False,False,,
254,True,False,,
256,True,True,-71.1056157,42.3750997
258,True,True,-111.7632755,34.395342
260,True,True,72.8353355,18.9387711
261,False,False,,
262,True,True,4.897975505617977,52.37454030000001
263,True,True,-1.7856853,51.5613683
264,False,False,,
265,True,False,,
266,False,False,,
267,True,True,-72.542038,44.122099
268,True,True,-79.0392919,35.6729639
269,False,False,,
270,True,True,67.1847767315734,25.1446897
271,True,False,,
272,True,False,,
273,True,True,-105.04436132094955,40.385549
274,True,False,,
276,False,False,,
277,True,True,13.0011564,52.8454307
279,False,False,,
280,True,True,-107.9917071,61.0666922
281,True,False,,
283,True,True,-84.4970393,38.0464066
285,False,False,,
287,True,True,-100.4458825,39.7837304
289,True,True,9.7385532,52.3744779
290,False,False,,
291,False,False,,
293,True,True,-82.428179,23.1143951
294,True,True,-80.8486846,35.4993031
296,True,False,,
297,True,False,,
298,True,True,-74.0060152,40.7127281
299,True,True,28.2617471,-26.2124639
301,False,False,,
302,False,False,,
303,False,False,,
307,True,False,,
309,True,True,-2.3374401422576687,53.50652485
310,True,True,-71.0582912,42.3602534
312,False,False,,
313,False,False,,
314,True,True,-81.58265615,28.421384099999997
315,False,False,,
316,True,True,-100.4458825,39.7837304
318,False,False,,
320,False,False,,
321,True,False,,
322,True,True,-0.1276474,51.5073219
327,True,True,139.46353487734632,35.49580005
328,False,False,,
329,True,True,30.45726768986418,59.99789165
330,False,False,,
331,True,True,-2.856571332507083,53.6109397
332,True,True,-81.1308434,8.559559
334,False,False,,
335,True,False,,
336,False,False,,
337,True,True,-79.39775965337452,43.663461999999996
338,False,False,,
340,True,False,,
341,False,False,,
344,True,True,-0.1276474,51.5073219
345,True,True,-73.754968,42.6511674
346,True,True,-118.7559974,36.7014631
347,False,False,,
348,False,False,,
349,False,False,,
352,True,True,-97.6303965,46.0218009
353,True,True,-74.71599401297959,40.23621645
354,True,True,-4.8380649,39.3262345
355,False,False,,
356,True,False,,
358,True,False,,
360,False,False,,
361,True,False,,
363,True,True,-100.4458825,39.7837304
364,False,False,,
365,False,False,,
368,True,True,-81.0250784,34.9248667
370,True,True,-111.517624,32.977839
371,True,True,-95.56868264469539,29.728593449999998
372,False,False,,
375,False,False,,
380,True,True,-112.0741417,33.4484367
381,True,True,14.5068602,46.0499803
383,True,True,-72.7342163,41.6500201
384,True,True,-122.4398746,47.2495798
386,False,False,,
389,False,False,,
390,True,True,-74.71599401297959,40.23621645
393,True,False,,
394,True,True,-111.8413317,33.3062223
396,True,True,-105.6077167,38.7251776
397,True,False,,
398,False,False,,
401,False,False,,
402,True,True,-99.5120986,31.8160381
404,True,True,-121.3716178,38.4087993
406,True,True,-99.5120986,31.8160381
407,False,False,,
409,True,True,35.1484322,-16.5682419
410,True,True,-97.7436995,30.2711286
412,True,True,-122.2713563,37.8044557
413,False,False,,
415,False,False,,
418,True,True,-106.6509851,35.0841034
419,False,False,,
420,True,True,-58.4370894,-34.6075682
421,False,False,,
423,False,False,,
424,True,False,,
426,True,True,-122.4199061,37.7790262
427,True,True,-120.737257,43.9792797
429,True,True,-97.6959794,26.1908241
432,True,True,-78.8783922,42.8867166
435,False,False,,
436,False,False,,
437,False,False,,
438,True,True,-115.1485163,36.1672559
440,False,False,,
442,False,False,,
443,False,False,,
444,True,True,139.7594549,35.6828387
445,False,False,,
446,True,True,-118.7559974,36.7014631
447,True,True,-118.7559974,36.7014631
448,True,False,,
450,False,False,,
451,False,False,,
452,True,True,4.6561357,52.1343369
453,False,False,,
454,True,True,-87.6563513145702,41.9481225
455,False,False,,
456,True,False,,
457,True,True,-107.9917071,61.0666922
459,True,True,-0.5402402866174321,52.7954791
461,True,True,-100.4458825,39.7837304
462,True,True,-118.7559974,36.7014631
463,False,False,,
465,True,True,-118.7559974,36.7014631
466,True,True,-74.0060152,40.7127281
467,True,True,-88.2027183,40.0826096
468,True,True,4.4631727,51.9228958
469,True,True,-7.3127401,54.9930177
470,True,False,,
471,True,True,-81.4639835,27.7567667
472,True,True,-2.226958805052226,53.45733965
474,False,False,,
475,True,False,,
476,True,True,103.9235132,1.3104654
477,True,True,-118.7559974,36.7014631
478,True,True,-79.3839347,43.6534817
479,False,False,,
480,True,False,,
481,True,True,-118.6228656,34.4888822
482,True,True,24.9425769,60.1674098
483,True,True,-4.179078,55.760176
484,False,False,,
485,True,False,,
486,True,True,-0.1434461,50.8208098
487,True,True,0.7210361813401444,51.20707485
489,False,False,,
490,False,False,,
492,True,False,,
493,True,False,,
495,True,True,-90.9123277,33.9773305
496,False,False,,
498,False,False,,
499,False,False,,
501,False,False,,
502,False,False,,
503,False,False,,
504,True,False,,
506,True,True,33.1451285,34.9823018
509,True,True,-90.0516285,35.1490215
512,False,False,,
513,True,True,21.0067376,52.2326368
514,True,True,-82.4221059,42.1045345
516,False,False,,
517,True,True,-74.0060152,40.7127281
518,False,False,,
519,False,False,,
520,True,True,71.247499,30.3308401
521,True,True,-99.1331785,19.4326296
522,False,False,,
523,False,False,,
524,True,True,-47.06083,-22.90556
526,False,False,,
527,True,True,-73.9454154,40.8078786
528,True,True,-74.0060152,40.7127281
530,False,False,,
531,False,False,,
533,False,False,,
535,False,False,,
536,True,True,-77.0365708,38.8949855
538,True,True,-118.3258554,34.1816482
540,True,True,-74.0060152,40.7127281
542,False,False,,
543,False,False,,
544,True,False,,
546,False,False,,
550,True,True,-117.4212265,47.6579425
551,True,True,-100.4458825,39.7837304
552,True,True,-80.843083,35.2272
556,True,True,-117.42845942605021,47.65808975
558,False,False,,
559,False,False,,
560,True,True,35.2250786,31.778345
561,True,True,-75.8968635,41.2617481
563,True,True,-87.922497,43.0349931
564,True,True,12.165212,45.601701
565,True,True,-95.56868264469539,29.728593449999998
567,False,False,,
568,True,True,71.5144196,34.7763887
569,True,True,-100.4458825,39.7837304
570,True,True,35.2715481,0.5198329
571,True,True,-81.5948216105749,28.332199250000002
574,True,True,35.2250786,31.778345
575,True,True,-80.1936589,25.7742658
576,False,False,,
577,True,True,-118.2427666,34.0536909
578,True,True,18.1057451,59.356063
579,True,True,35.2715481,0.5198329
580,False,False,,
581,True,True,-87.6244212,41.8755616
583,True,True,-102.4107493,34.2331373
584,True,True,35.2250786,31.778345
585,False,False,,
588,True,True,-88.4465361,44.2022293
589,False,False,,
592,False,False,,
594,False,False,,
598,True,True,8.921996955790174,40.777800400000004
599,True,True,-84.3901849,33.7490987
600,True,True,-102.4107493,34.2331373
603,True,True,8.921996955790174,40.777800400000004
604,True,True,-2.226958805052226,53.45733965
606,True,True,1.4449668,51.3598358
607,True,False,,
608,True,True,8.921996955790174,40.777800400000004
609,True,True,-79.3839347,43.6534817
611,True,True,7.1622428,46.805695
612,True,True,5.966069282055592,51.44770365
613,True,False,,
614,True,True,-122.3558473,37.7884969
615,True,True,-117.8704931,33.7500378
617,True,True,8.921996955790174,40.777800400000004
619,True,True,-80.2440518,36.0998131
621,True,True,8.921996955790174,40.777800400000004
622,False,False,,
623,True,True,138.5999312,-34.9281805
624,True,True,8.921996955790174,40.777800400000004
625,True,True,-77.0365708,38.8949855
628,False,False,,
630,True,True,-118.7559974,36.7014631
631,True,True,8.921996955790174,40.777800400000004
633,True,False,,
635,True,True,-74.0060152,40.7127281
636,False,False,,
637,True,True,8.921996955790174,40.777800400000004
638,True,True,8.921996955790174,40.777800400000004
640,True,True,8.921996955790174,40.777800400000004
641,False,False,,
642,True,True,-100.4458825,39.7837304
643,False,False,,
644,False,False,,
646,True,True,-96.7968559,32.7762719
649,True,True,-74.0060152,40.7127281
651,False,False,,
652,True,True,-79.6371124,39.2138905
653,True,False,,
654,False,False,,
655,False,False,,
656,True,True,-7.9794599,52.865196
657,True,True,-89.6212271,42.2966861
658,False,False,,
659,True,True,55.18876088183319,25.0750095
660,True,True,-110.9748477,32.2228765
661,True,True,78.6677428,22.3511148
662,True,True,-122.3300624,47.6038321
664,False,False,,
665,True,True,-95.8907373,41.1366494
667,True,True,34.3779285,31.4331663
669,True,False,,
671,False,False,,
672,True,True,-4.1140518,56.7861112
674,False,False,,
675,True,False,,
677,False,False,,
679,True,False,,
680,True,True,-79.8771403,43.5044277
681,True,True,72.8353355,18.9387711
682,True,True,-122.6741949,45.5202471
683,True,False,,
684,False,False,,
685,True,True,-0.1276474,51.5073219
686,True,True,-3.064518902439885,51.021146349999995
687,False,False,,
688,True,True,-84.1916069,39.7589478
689,False,False,,
690,True,True,-79.34914879325001,43.7283874
691,True,True,122.7312101,12.7503486
697,True,True,-74.692663,41.3750937
699,True,True,72.95860160523095,19.1784879
700,True,True,-118.2427666,34.0536909
702,True,True,-99.5120986,31.8160381
704,True,False,,
705,True,True,-8.5285,38.95778
706,True,True,68.3655586,51.8517097
709,True,True,57.5703566,-20.2759451
710,True,True,-81.518485,41.083064
712,False,False,,
713,False,False,,
714,False,False,,
716,False,False,,
717,True,True,-0.1276474,51.5073219
719,True,True,-79.2602556,43.1967315
720,False,False,,
721,True,True,71.5787458,34.0123846
724,False,False,,
725,True,True,-82.6822635,27.8197898
726,True,True,-118.2427666,34.0536909
727,True,True,-71.2743272,46.8443248
728,True,False,,
729,True,True,6.537748815631068,53.24006575
730,True,True,-90.4342829,42.9000486
731,True,True,-0.5648162995576137,50.85453835
732,False,False,,
734,True,True,5.966069282055592,51.44770365
735,True,True,-82.73247233298102,27.529382
736,True,True,-100.4458825,39.7837304
737,True,True,34.8667654,31.5313113
738,True,True,-82.44980853622846,29.74121705
739,True,False,,
740,True,False,,
744,True,False,,
745,True,True,10.7389701,59.9133301
746,True,True,-118.2427666,34.0536909
748,True,True,0.0553002,51.6412212
751,True,False,,
752,False,False,,
753,True,False,,
754,True,True,-74.0060152,40.7127281
755,True,True,-7.9794599,52.865196
758,False,False,,
759,True,True,-3.2765753,54.7023545
761,True,True,0.9391667,50.9561111
762,True,False,,
763,False,False,,
767,True,True,-74.0060152,40.7127281
770,True,True,-2.9943897,53.0445884
773,False,False,,
774,True,True,-74.0776417,40.7281575
775,False,False,,
777,False,False,,
779,True,True,-104.9848623,39.7392364
781,True,True,-53.2,-10.3333333
782,True,False,,
783,True,False,,
784,True,False,,
786,True,False,,
787,True,True,122.7312101,12.7503486
788,True,True,-89.6212271,42.2966861
790,True,True,-107.9917071,61.0666922
791,True,True,174.7757724,-41.289636
794,False,False,,
795,True,True,-79.3950228,36.5859718
796,True,True,-74.0060152,40.7127281
797,False,False,,
798,False,False,,
799,True,True,-1.9180234948012402,54.31536155
800,True,True,-74.0060152,40.7127281
801,True,True,35.2250786,31.778345
802,False,False,,
803,False,False,,
804,True,True,-121.8905833,37.3361905
805,True,True,-100.4458825,39.7837304
806,True,True,-122.4199061,37.7790262
807,False,False,,
808,True,True,-96.7968559,32.7762719
809,True,True,-91.18738,30.4459596
810,True,False,,
812,True,True,-102.4107493,34.2331373
814,False,False,,
815,False,False,,
817,True,True,-111.7143584,39.4225192
818,True,True,-89.6884637,44.4308975
819,True,True,-119.3473121,46.3003915
820,True,True,-94.33844330612246,40.24935044897959
822,True,True,-74.0060152,40.7127281
823,True,True,-100.4458825,39.7837304
826,True,True,134.755,-24.7761086
828,True,True,-118.7559974,36.7014631
829,True,True,-77.0365708,38.8949855
832,True,True,-79.0392919,35.6729639
833,False,False,,
834,True,True,-80.8408415,38.4758406
835,False,False,,
836,True,False,,
837,True,True,-77.0276231,38.9959461
838,True,True,-100.4458825,39.7837304
840,True,True,-112.0741417,33.4484367
841,True,True,-84.3901849,33.7490987
842,True,True,-73.9598939,40.7896239
843,True,True,-75.546589,39.7459468
845,False,False,,
846,True,True,-90.0516285,35.1490215
848,True,True,-72.7759926,-13.8564724
849,False,False,,
851,True,True,-100.4458825,39.7837304
852,True,True,-89.5187664,34.3664127
853,False,False,,
856,True,True,-100.4458825,39.7837304
857,True,True,-84.3901849,33.7490987
859,False,False,,
860,True,True,-86.8099884,33.285669
863,True,True,-74.0060152,40.7127281
864,True,True,-84.3901849,33.7490987
866,True,True,-81.655651,30.3321838
867,True,True,-90.7034522,35.8428646
868,True,False,,
870,True,True,-80.6081089,28.0836269
871,True,True,-2.226958805052226,53.45733965
872,False,False,,
873,True,True,-61.5154404,10.6569352
874,True,True,-116.103582,38.147675
875,False,False,,
876,True,True,24.6603626,60.2241869
877,False,False,,
878,True,True,-118.7646194,49.1168072
881,False,False,,
882,True,False,,
883,True,True,151.2164539,-33.8548157
884,False,False,,
885,False,False,,
886,False,False,,
888,True,True,-71.2743272,46.8443248
890,False,False,,
891,False,False,,
892,True,True,4.9060902,52.3762686
893,False,False,,
894,True,True,-74.0060152,40.7127281
895,True,True,-74.12629189225156,41.31611085
896,True,True,-75.1635262,39.9527237
898,False,False,,
899,False,False,,
902,True,False,,
903,False,False,,
905,False,False,,
906,False,False,,
907,False,False,,
911,True,True,19.0404707,47.4983815
912,False,False,,
915,False,False,,
916,False,False,,
919,False,False,,
921,False,False,,
923,False,False,,
926,True,True,-1.8930052,52.478218
928,True,True,151.2164539,-33.8548157
929,True,True,-118.7559974,36.7014631
930,False,False,,
931,False,False,,
932,False,False,,
934,True,True,-97.4444646,32.8934599
935,True,True,-83.0007065,39.9622601
936,False,False,,
938,True,True,-117.1473661,33.4946353
939,True,True,-84.3901849,33.7490987
940,True,True,-119.7848307,36.7394421
941,False,False,,
942,False,False,,
944,False,False,,
945,True,True,134.755,-24.7761086
946,True,True,-78.78723821716514,35.880361449999995
947,True,False,,
948,False,False,,
951,True,True,-43.2093727,-22.9110137
952,False,False,,
953,True,True,8.802579650362121,53.08354395
955,True,True,-83.0007065,39.9622601
956,True,True,-81.1308434,8.559559
957,False,False,,
958,True,True,-92.5617875,38.7604815
959,True,False,,
960,True,True,-78.9018053,35.996653
961,True,True,77.2219388,28.6517178
962,True,True,-111.7632755,34.395342
963,True,True,-79.8176723,40.4729398
964,True,True,67.1847767315734,25.1446897
965,True,True,-122.3300624,47.6038321
968,False,False,,
971,True,True,-92.5617875,38.7604815
972,False,False,,
974,True,True,-122.2427065,37.8930529
976,True,True,-97.0669292,32.7579739
977,False,False,,
978,True,False,,
979,True,True,-96.7968559,32.7762719
981,False,False,,
982,True,False,,
983,True,True,120.97533,14.5905862
984,False,False,,
985,True,True,-74.0060152,40.7127281
986,False,False,,
987,False,False,,
990,False,False,,
991,True,False,,
992,False,False,,
993,True,True,-122.2213952,47.5667266
994,True,True,-81.67813363112131,30.85659895
996,False,False,,
997,True,False,,
998,True,True,-77.0365256,-12.0621065
999,False,False,,
1001,False,False,,
1002,True,True,-69.9699468,18.4357733
1004,False,False,,
1005,False,False,,
1006,True,True,-100.9927509,25.4230425
1008,False,False,,
1009,False,False,,
1010,True,True,-76.9238625,38.848724
1015,True,True,22.0541733,46.9599823
1017,True,True,-89.6463171,21.017235
1018,True,False,,
1020,True,True,-81.5464928,30.7305142
1021,True,True,-74.0060152,40.7127281
1022,True,True,7.9999721,9.6000359
1023,True,True,-71.87162301446706,44.80232719999999
1024,False,False,,
1026,True,True,-88.0482706,30.8713577
1029,False,False,,
1031,True,True,-89.093966,42.2713945
1032,False,False,,
1035,True,True,47.7872508,40.3936294
1036,False,False,,
1037,False,False,,
1038,True,True,-80.3975399,27.6387163
1040,True,True,78.6677428,22.3511148
1041,False,False,,
1042,True,False,,
1043,True,True,-76.610759,39.2908816
1044,True,True,-81.4639835,27.7567667
1045,True,False,,
1048,True,True,7.018443645962128,43.8875552
1049,False,False,,
1050,True,True,-77.29018630447861,38.5228755
1051,False,False,,
1052,False,False,,
1054,False,False,,
1057,False,False,,
1058,True,True,-88.1920272,42.2761341
1061,True,True,-98.101923,28.2678746
1062,False,False,,
1065,True,True,-87.98197186396688,42.3534705
1066,False,False,,
1067,True,True,-84.3635338,35.5197984
1069,True,True,-76.93799888477453,38.88103755
1070,True,True,80.1863809,15.9240905
1071,False,False,,
1072,True,True,-113.8087017,52.2678963
1073,True,False,,
1074,True,False,,
1075,True,False,,
1077,False,False,,
1078,True,True,-0.4901846,38.353738
1079,False,False,,
1080,True,True,-84.3901849,33.7490987
1081,False,False,,
1082,True,True,-79.7919754,36.0726355
1083,True,True,-86.1746933,40.3270127
1084,True,True,-0.6409821667757774,9.9641579
1085,False,False,,
1088,False,False,,
1090,False,False,,
1091,True,True,-122.3300624,47.6038321
1093,True,True,-1.404189,50.9025349
1094,True,False,,
1098,True,True,-120.7604834,37.6413202
1099,True,True,-93.3122705,41.9216734
1102,True,True,108.4265113,13.2904027
1103,False,False,,
1104,False,False,,
1105,False,False,,
1106,True,True,-81.4639835,27.7567667
1109,False,False,,
1110,True,True,-118.4016623,33.8623599
1112,True,True,-73.6790452,40.7076159
1113,True,False,,
1114,False,False,,
1117,True,False,,
1118,True,True,-73.9495823,40.6501038
1119,True,True,-73.7976337,40.7498243
1120,True,True,-123.1139529,49.2608724
1122,False,False,,
1123,False,False,,
1124,True,True,-75.690308,45.421106
1126,True,True,-1.6983933295243618,52.63423615
1128,True,True,-69.9339378,44.2156269
1129,True,True,-114.0625892,51.0534234
1130,True,False,,
1132,True,True,151.2164539,-33.8548157
1134,False,False,,
1136,True,True,-0.1276474,51.5073219
1138,True,True,-76.9382069,39.5162234
1139,True,False,,
1141,True,True,4.578006038465025,52.45420105
1142,True,True,-81.537346,41.497831
1143,True,True,-89.4337288,40.0796606
1145,True,True,-91.18738,30.4459596
1146,False,False,,
1149,True,True,-100.4458825,39.7837304
1151,True,False,,
1152,True,True,79.8538463,6.9349969
1153,False,False,,
1154,True,True,28.049722,-26.205
1155,True,False,,
1156,True,False,,
1157,False,False,,
1160,True,False,,
1162,True,True,-3.2765753,54.7023545
1164,True,True,-4.1140518,56.7861112
1166,True,True,-0.1276474,51.5073219
1167,True,True,-123.1139529,49.2608724
1168,True,True,-81.6934446,41.5051613
1170,True,False,,
1173,True,False,,
1174,True,True,-3.2765753,54.7023545
1175,True,True,-83.0466403,42.3315509
1177,False,False,,
1178,False,False,,
1179,False,False,,
1181,False,False,,
1182,True,True,-80.2493276,43.5460516
1183,True,True,-123.1122852,49.2859643
1185,True,True,-83.0007065,39.9622601
1188,True,True,-107.9917071,61.0666922
1189,True,True,-88.2314813,43.0116784
1190,True,True,151.2164539,-33.8548157
1191,False,False,,
1195,True,False,,
1196,False,False,,
1198,True,True,-105.08256545,40.5660218
1199,False,False,,
1201,True,True,-86.000977,50.000678
1202,False,False,,
1203,False,False,,
1204,False,False,,
1206,True,True,-118.7559974,36.7014631
1207,False,False,,
1208,False,False,,
1209,True,True,-95.3676974,29.7589382
1211,True,True,-105.0846694,39.7085736
1212,True,True,103.808764983839,1.3046084
1213,True,True,-77.0365708,38.8949855
1214,True,True,11.9871547,53.6121028
1215,True,True,-100.4458825,39.7837304
1217,False,False,,
1218,False,False,,
1219,True,True,-86.000977,50.000678
1221,False,False,,
1222,False,False,,
1223,False,False,,
1224,False,False,,
1225,False,False,,
1226,False,False,,
1227,True,False,,
1228,True,True,-100.4458825,39.7837304
1229,False,False,,
1230,False,False,,
1232,True,False,,
1234,False,False,,
1235,False,False,,
1236,True,False,,
1237,False,False,,
1238,True,False,,
1239,True,True,31.243666,30.048819
1240,False,False,,
1241,False,False,,
1242,False,False,,
1243,False,False,,
1244,True,True,-122.3300624,47.6038321
1245,False,False,,
1249,True,True,23.5646822,51.5347566
1250,False,False,,
1251,True,True,149.1012676,-35.2975906
1252,False,False,,
1253,True,True,14.393264664529315,50.109345950000005
1254,False,False,,
1259,True,True,174.7757724,-41.289636
1262,True,True,12.081721710792847,55.62517015
1263,False,False,,
1264,False,False,,
1267,True,False,,
1269,True,False,,
1270,True,False,,
1271,True,True,-2.1255999596428845,49.21230655
1272,True,True,-158.008804,21.315603
1273,True,True,-88.84594333482862,30.374673
1275,False,False,,
1276,True,True,-58.4370894,-34.6075682
1277,True,True,117.8902853,-2.4833826
1278,True,True,-81.6267904,41.3197763
1279,True,True,-0.0188186,51.5844701
1280,False,False,,
1282,True,True,102.2656823,4.5693754
1283,True,True,24.7103188,48.9225224
1284,True,True,153.0507705,-26.5443222
1287,True,False,,
1288,True,False,,
1289,False,False,,
1290,True,True,-87.6244212,41.8755616
1293,False,False,,
1294,True,True,-71.467566,42.7653662
1296,True,True,-1.1330789,52.6361398
1297,True,True,0.15866611287926924,43.1437925
1298,True,True,-73.7907554,41.1763139
1300,True,True,-71.0481084,42.5389836
1301,True,True,28.8259726,47.0074918
1302,True,True,103.8520359,1.2904753
1303,True,True,138.5999312,-34.9281805
1304,False,False,,
1305,True,True,-115.1485163,36.1672559
1307,True,True,-4.2488787,55.8609825
1308,False,False,,
1309,True,False,,
1312,True,True,103.8520359,1.2904753
1315,True,True,172.6366455,-43.530955
1316,True,True,-73.9204922,41.289811
1317,False,False,,
1318,False,False,,
1319,True,True,122.7312101,12.7503486
1320,True,True,-81.0342848,29.0596004
1321,True,False,,
1324,True,False,,
1326,True,True,-53.2,-10.3333333
1327,True,True,-97.66500963529677,30.19348925
1328,True,True,-121.9905908,37.050096
1331,True,True,-61.3056432,46.2307181
1332,True,False,,
1334,True,True,-97.2684063,34.9550817
1335,True,True,6.9934081,49.2348459
1337,False,False,,
1338,True,True,-80.8436734,33.4878642
1340,True,True,-100.4458825,39.7837304
1341,True,True,-6.3084416,53.3483215
1343,True,True,-83.1137366,32.3293809
1345,True,True,13.2481451,32.8522113
1346,True,True,4.8888723,52.3746905
1347,False,False,,
1348,True,True,-93.1015026,44.9504037
1349,True,True,-95.29136422718906,29.5429169
1350,True,False,,
1351,True,True,-4.1140518,56.7861112
1352,True,False,,
1353,True,True,-0.5732063,51.2356068
1354,True,False,,
1356,True,True,34.7541761,-0.1029109
1360,True,True,-118.2427666,34.0536909
1361,True,False,,
1362,False,False,,
1363,False,False,,
1365,False,False,,
1368,True,True,68.3655586,51.8517097
1369,True,False,,
1371,True,False,,
1372,True,True,-0.0736289,53.5677371
1374,False,False,,
1375,True,True,-90.2915132,43.2233214
1376,False,False,,
1378,True,True,-2.280369252664295,53.350342049999995
1379,True,True,-74.0060152,40.7127281
1380,True,True,-74.0060152,40.7127281
1381,False,False,,
1382,True,False,,
1383,False,False,,
1384,True,True,-74.0060152,40.7127281
1385,True,True,-74.0060152,40.7127281
1388,True,True,-74.0060152,40.7127281
1389,True,True,-92.5617875,38.7604815
1390,True,True,-100.4458825,39.7837304
1391,False,False,,
1393,False,False,,
1394,True,True,-118.7559974,36.7014631
1395,True,True,-82.3984882,34.851354
1396,True,True,-74.0060152,40.7127281
1399,True,True,-74.0060152,40.7127281
1401,False,False,,
1402,True,True,-3.5632704,50.4377018
1405,False,False,,
1406,True,True,-118.7559974,36.7014631
1407,True,True,-74.0060152,40.7127281
1408,False,False,,
1409,True,True,-3.5632704,50.4377018
1411,False,False,,
1412,False,False,,
1414,True,True,-3.5632704,50.4377018
1415,False,False,,
1418,True,True,-74.0060152,40.7127281
